uk,geo_name,geo_network,province_tr,district_tr,erdogan,kilicdaroglu
relation_12326846,Kurtyeri Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,368,229
relation_12922228,Çalca Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,72,32
relation_12919798,Hacımazlı Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,161,30
relation_12331884,Karlı Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,165,10
relation_13539355,Şerefsungur Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,147,40
relation_13275898,Gebeşler Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,63,15
relation_13534735,Sarnıçlar Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,261,49
relation_13534805,Ferizli Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,122,47
relation_12926070,Sarıcaali Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,218,77
relation_14510749,Akçakese Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,118,18
relation_12330100,Pınardüzü Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,215,34
relation_12919650,Selametli Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,113,51
relation_13764565,Dalca Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,96,75
relation_12919827,Alefli Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,94,19
relation_14370712,Kırkarmut Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,268,67
relation_12331875,Kanatlar Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,153,52
relation_14510752,Topluca Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,264,89
relation_12330200,Cebeci Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,263,226
relation_13018850,Çalyer Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,103,12
relation_14370735,Hüdaverdiler Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,62,18
relation_12919828,Mülküşehsuvar Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,239,30
relation_12918953,Teksen Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,75,279
relation_12919655,Tatarahmet Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,75,45
relation_14370734,Sarıahmetler Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,128,42
relation_13534783,Yusufça Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,220,85
relation_12330092,Esentepe Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,136,28
relation_12322121,Babaköy Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,221,53
relation_12919881,Mancarlar Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,88,20
relation_13905085,Beyce Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,163,25
relation_12330201,Kefken Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,835,395
relation_12326849,Duraklı Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,184,27
relation_12919826,Hıdırlar Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,64,21
relation_12919837,Seyitaliler Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,253,49
relation_12919618,Akıncı Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,165,44
relation_12330164,Karaağaç Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,805,181
relation_12919801,Merkez Erikli Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,244,88
relation_12330192,Çamkonak Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,447,90
relation_12919620,Akçaova Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,184,234
relation_12919611,Bağırganlı Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,286,270
relation_12919804,Selimköy Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,106,22
relation_3199998,Yağcılar Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,263,85
relation_11984000,Doğancılı Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,68,40
relation_12330171,Babalı Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,318,183
relation_12326815,Özbey Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,213,57
relation_13121367,Hediyeli Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,168,96
relation_13534806,Döngelli Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,224,87
relation_14510747,Terziler Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,138,35
relation_13536990,Deliveli Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,54,30
relation_13534733,Çakırcaali Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,177,64
relation_11984001,Çalköy Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,219,290
relation_14510748,Pirceler Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,99,24
relation_13539364,Karadivan Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,140,29
relation_12326862,Ereğli Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,1753,1431
relation_15951479,Dereköy Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,460,318
relation_15951485,Kızderbent Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,340,150
relation_15951477,4 Temmuz Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,11398,7740
relation_15951478,Kayacık Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,5006,5031
relation_12326866,Tepeköy Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,369,394
relation_15951487,Yalakdere Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,255,294
relation_15951480,Oluklu Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,132,49
relation_15671033,Fulacık Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,57,51
relation_14510943,Akpınar Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,69,24
relation_15951488,Avcıköy Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,126,78
relation_14510942,Çamçukur Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,416,60
relation_15951482,İnebeyli Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,141,69
relation_14510944,Osmaniye Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,150,25
relation_15521888,Pazarköy Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,121,69
relation_14786103,Akçat Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,282,68
relation_14786105,Suludere Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,55,28
relation_15951484,İhsaniye Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,129,33
relation_15951486,Semetler Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,143,57
relation_15951481,Karaahmetli Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,138,49
relation_15671035,Kadriye Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,28,12
relation_14786106,Safiye Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,49,5
relation_15951489,Çamdibi Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,133,51
relation_15671034,Tahtalı Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,22,17
relation_14786104,Senaiye Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,111,7
relation_15951483,Hayriye Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,169,44
relation_14786102,Karapınar Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,387,51
relation_11744607,Arslanbey Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,1569,992
relation_10888258,Ataevler Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,5160,4517
relation_11642972,Sarımeşe Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,1171,1112
relation_11642860,Dumlupınar Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,2678,3206
relation_11642970,Emekevler Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,3182,2106
relation_11642861,Köseköy Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,3247,1553
relation_11744940,Derbent Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,1820,1235
relation_11642971,Rahmiye Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,2199,736
relation_11642973,Fatih Sultan Mehmet Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,5985,5131
relation_11744901,Suadiye Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,1796,605
relation_11642968,Uzunbey Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,404,321
relation_11744945,Uzuntarla Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,859,568
relation_10888259,Ertuğrul Gazi Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,2367,1724
relation_11744907,Acısu Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,2067,629
relation_11744994,Eşme Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,1207,968
relation_11744905,Çepni Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,1742,530
relation_11744939,Maşukiye Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,2788,1360
relation_11642969,Uzunçiftlik Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,1672,1425
relation_11744996,İbrikdere Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,1850,607
relation_11744944,İstasyon Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,3853,1678
relation_11744906,Şevkatiye Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,914,316
relation_11744608,Ataşehir Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,1718,1492
relation_11744900,Balaban Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,539,430
relation_11744902,Sultaniye Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,299,26
relation_11744904,Serinlik Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,154,15
relation_11744903,Pazarçayırı Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,145,26
relation_11744995,Ketenciler Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,192,277
relation_11744993,Havluburun Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,603,172
relation_11744992,Eşmeahmediye Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,132,43
relation_11744911,Şirinsulhiye Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,896,401
relation_11744912,Nusretiye Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,702,288
relation_11744609,Karatepe Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,477,126
relation_11631244,17 Ağustos Mahallesi,TR41-neighborhoods,Kocaeli,Körfez,718,836
relation_11630513,Agah Ateş Mahallesi,TR41-neighborhoods,Kocaeli,Körfez,761,1097
relation_11630509,Atalar Mahallesi,TR41-neighborhoods,Kocaeli,Körfez,2254,2544
relation_11631252,Barbaros Mahallesi,TR41-neighborhoods,Kocaeli,Körfez,1948,997
relation_11631413,Cumhuriyet Mahallesi,TR41-neighborhoods,Kocaeli,Körfez,919,1708
relation_11631248,Esentepe Mahallesi,TR41-neighborhoods,Kocaeli,Körfez,3658,2670
relation_11631250,Fatih Mahallesi,TR41-neighborhoods,Kocaeli,Körfez,5453,3595
relation_11631253,Güney Mahallesi,TR41-neighborhoods,Kocaeli,Körfez,7103,4966
relation_11630514,Hacı Akif Mahallesi,TR41-neighborhoods,Kocaeli,Körfez,568,914
relation_11630508,Hacı Osman Mahallesi,TR41-neighborhoods,Kocaeli,Körfez,5769,3939
relation_11630512,Kışladüzü Mahallesi,TR41-neighborhoods,Kocaeli,Körfez,1889,1095
relation_11631249,Kuzey Mahallesi,TR41-neighborhoods,Kocaeli,Körfez,2557,1894
relation_11630510,Kirazlıyalı Mahallesi,TR41-neighborhoods,Kocaeli,Körfez,895,791
relation_11630507,Mimar Sinan Mahallesi,TR41-neighborhoods,Kocaeli,Körfez,6038,7438
relation_11631247,Yavuz Sultan Selim Mahallesi,TR41-neighborhoods,Kocaeli,Körfez,6304,7931
relation_11631251,Yeniyalı Mahallesi,TR41-neighborhoods,Kocaeli,Körfez,5481,2457
relation_11631415,Yukarı Hereke Mahallesi,TR41-neighborhoods,Kocaeli,Körfez,769,858
relation_11631246,Çamlıtepe Mahallesi,TR41-neighborhoods,Kocaeli,Körfez,3235,2479
relation_11631245,İlimtepe Mahallesi,TR41-neighborhoods,Kocaeli,Körfez,1936,1912
relation_11630511,Şirinyalı Mahallesi,TR41-neighborhoods,Kocaeli,Körfez,104,162
relation_11631414,Kalburcu Mahallesi,TR41-neighborhoods,Kocaeli,Körfez,188,82
relation_11632810,Belen Mahallesi,TR41-neighborhoods,Kocaeli,Körfez,75,70
relation_11636726,Sevindikli Mahallesi,TR41-neighborhoods,Kocaeli,Körfez,155,31
relation_11632809,Dere Mahallesi,TR41-neighborhoods,Kocaeli,Körfez,58,25
relation_11637335,Osmanlı Mahallesi,TR41-neighborhoods,Kocaeli,Körfez,85,42
relation_11636301,Elmacık Mahallesi,TR41-neighborhoods,Kocaeli,Körfez,200,59
relation_11637410,Dikenli Mahallesi,TR41-neighborhoods,Kocaeli,Körfez,120,15
relation_11637411,Alihocalar Mahallesi,TR41-neighborhoods,Kocaeli,Körfez,307,40
relation_11637199,Çıraklı Mahallesi,TR41-neighborhoods,Kocaeli,Körfez,65,20
relation_11637175,Karayakuplu Mahallesi,TR41-neighborhoods,Kocaeli,Körfez,143,31
relation_11636646,Şemsettin Mahallesi,TR41-neighborhoods,Kocaeli,Körfez,108,52
relation_11636684,Kutluca Mahallesi,TR41-neighborhoods,Kocaeli,Körfez,164,37
relation_11636300,Naip Mahallesi,TR41-neighborhoods,Kocaeli,Körfez,52,28
relation_11636048,Sipahiler Mahallesi,TR41-neighborhoods,Kocaeli,Körfez,175,78
relation_11637191,Himmetli Mahallesi,TR41-neighborhoods,Kocaeli,Körfez,90,39
relation_11637336,Cuma Mahallesi,TR41-neighborhoods,Kocaeli,Körfez,150,50
