uk,geo_name,geo_network,province_tr,district_tr,erdogan,kilicdaroglu
relation_8401406,Akse Mahallesi,TR41-neighborhoods,Kocaeli,Çayırova,6931,7697
relation_8400951,Atatürk Mahallesi,TR41-neighborhoods,Kocaeli,Çayırova,7487,4449
relation_8400947,Emek Mahallesi,TR41-neighborhoods,Kocaeli,Çayırova,4000,3771
relation_8400888,Yeni Mahalle,TR41-neighborhoods,Kocaeli,Çayırova,9596,3732
relation_8400936,Çayırova Mahallesi,TR41-neighborhoods,Kocaeli,Çayırova,5537,2531
relation_8400935,Özgürlük Mahallesi,TR41-neighborhoods,Kocaeli,Çayırova,13742,8222
relation_8400946,İnönü Mahallesi,TR41-neighborhoods,Kocaeli,Çayırova,2701,4138
relation_8401000,Şekerpınar Mahallesi,TR41-neighborhoods,Kocaeli,Çayırova,1226,552
relation_8400991,Cumhuriyet Mahallesi,TR41-neighborhoods,Kocaeli,Çayırova,3659,3439
relation_9901610,Abdi İpekçi Mahallesi,TR41-neighborhoods,Kocaeli,Darıca,5554,2907
relation_9901603,Bayramoğlu Mahallesi,TR41-neighborhoods,Kocaeli,Darıca,2489,3472
relation_9901608,Bağlarbaşı Mahallesi,TR41-neighborhoods,Kocaeli,Darıca,8898,9573
relation_9901601,Cami Mahallesi,TR41-neighborhoods,Kocaeli,Darıca,2584,3519
relation_9901599,Emek Mahallesi,TR41-neighborhoods,Kocaeli,Darıca,5120,3623
relation_9901609,Fevziçakmak Mahallesi,TR41-neighborhoods,Kocaeli,Darıca,7353,5449
relation_9901607,Kazımkarabekir Mahallesi,TR41-neighborhoods,Kocaeli,Darıca,16534,11072
relation_9901598,Nenehatun Mahallesi,TR41-neighborhoods,Kocaeli,Darıca,9759,6189
relation_9901600,Osmangazi Mahallesi,TR41-neighborhoods,Kocaeli,Darıca,11174,8171
relation_9901602,Piri Reis Mahallesi,TR41-neighborhoods,Kocaeli,Darıca,2779,3469
relation_9901597,Sırasöğütler Mahallesi,TR41-neighborhoods,Kocaeli,Darıca,6110,4099
relation_9901606,Yalı Mahallesi,TR41-neighborhoods,Kocaeli,Darıca,334,466
relation_9901605,Yeni Mahalle,TR41-neighborhoods,Kocaeli,Darıca,532,750
relation_9901604,Zincirlikuyu Mahallesi,TR41-neighborhoods,Kocaeli,Darıca,450,643
relation_11638133,Deniz Mahallesi,TR41-neighborhoods,Kocaeli,Derince,706,552
relation_11638134,Dumlupınar Mahallesi,TR41-neighborhoods,Kocaeli,Derince,2826,2766
relation_11638225,Fatih Sultan Mahallesi,TR41-neighborhoods,Kocaeli,Derince,3802,3033
relation_11638226,Mersincik Mahallesi,TR41-neighborhoods,Kocaeli,Derince,892,739
relation_11638229,Sırrıpaşa Mahallesi,TR41-neighborhoods,Kocaeli,Derince,8869,4415
relation_11638135,Yavuz Sultan Mahallesi,TR41-neighborhoods,Kocaeli,Derince,5220,6508
relation_11638224,Yenikent Mahallesi,TR41-neighborhoods,Kocaeli,Derince,7694,10880
relation_11638228,Çenedağ Mahallesi,TR41-neighborhoods,Kocaeli,Derince,6609,4473
relation_11638227,Çınarlı Mahallesi,TR41-neighborhoods,Kocaeli,Derince,8144,6236
relation_11638230,İbnisina Mahallesi,TR41-neighborhoods,Kocaeli,Derince,6181,4082
relation_11642398,Terziler Mahallesi,TR41-neighborhoods,Kocaeli,Derince,66,30
relation_11638324,Geredeli Mahallesi,TR41-neighborhoods,Kocaeli,Derince,278,65
relation_11638427,Tahtalı Mahallesi,TR41-neighborhoods,Kocaeli,Derince,249,147
relation_11638425,Karagöllü Mahallesi,TR41-neighborhoods,Kocaeli,Derince,331,84
relation_11638274,Kaşıkçı Mahallesi,TR41-neighborhoods,Kocaeli,Derince,193,73
relation_11638266,Toylar Mahallesi,TR41-neighborhoods,Kocaeli,Derince,63,27
relation_11638426,Çavuşlu Mahallesi,TR41-neighborhoods,Kocaeli,Derince,344,160
relation_11629042,Cumhuriyet Mahallesi,TR41-neighborhoods,Kocaeli,Dilovası,1102,569
relation_11018334,Diliskelesi Mahallesi,TR41-neighborhoods,Kocaeli,Dilovası,3181,2645
relation_11629041,Fatih Mahallesi,TR41-neighborhoods,Kocaeli,Dilovası,105,40
relation_11629046,Kayapınar Mahallesi,TR41-neighborhoods,Kocaeli,Dilovası,1019,740
relation_11629043,Mimar Sinan Mahallesi,TR41-neighborhoods,Kocaeli,Dilovası,3874,2814
relation_11629044,Orhangazi Mahallesi,TR41-neighborhoods,Kocaeli,Dilovası,3514,3399
relation_11629047,Tavşancıl Mahallesi,TR41-neighborhoods,Kocaeli,Dilovası,788,794
relation_11629045,Turgut Özal Mahallesi,TR41-neighborhoods,Kocaeli,Dilovası,557,778
relation_11629048,Demirciler Mahallesi,TR41-neighborhoods,Kocaeli,Dilovası,289,93
relation_11629050,Köseler Mahallesi,TR41-neighborhoods,Kocaeli,Dilovası,1623,622
relation_11629049,Çerkeşli Mahallesi,TR41-neighborhoods,Kocaeli,Dilovası,474,324
relation_11629051,Tepecik Mahallesi,TR41-neighborhoods,Kocaeli,Dilovası,248,158
relation_9903115,Adem Yavuz Mahallesi,TR41-neighborhoods,Kocaeli,Gebze,5775,3066
relation_10752429,Arapçeşme Mahallesi,TR41-neighborhoods,Kocaeli,Gebze,13730,8306
relation_10752433,Barış Mahallesi,TR41-neighborhoods,Kocaeli,Gebze,6407,4721
relation_9903138,Beylikbağı Mahallesi,TR41-neighborhoods,Kocaeli,Gebze,6196,1749
relation_9903116,Cumhuriyet Mahallesi,TR41-neighborhoods,Kocaeli,Gebze,3168,2504
relation_10752431,Gaziler Mahallesi,TR41-neighborhoods,Kocaeli,Gebze,9295,5325
relation_10752427,Güzeller Mahallesi,TR41-neighborhoods,Kocaeli,Gebze,7534,6082
relation_10752435,Hacıhalil Mahallesi,TR41-neighborhoods,Kocaeli,Gebze,2945,3634
relation_9903927,Hürriyet Mahallesi,TR41-neighborhoods,Kocaeli,Gebze,5089,1962
relation_10752439,Köşklü Çeşme Mahallesi,TR41-neighborhoods,Kocaeli,Gebze,10488,7513
relation_11628389,Kirazpınar Mahallesi,TR41-neighborhoods,Kocaeli,Gebze,4453,3141
relation_10395433,Mevlana Mahallesi,TR41-neighborhoods,Kocaeli,Gebze,6754,4912
relation_10752434,Mustafapaşa Mahallesi,TR41-neighborhoods,Kocaeli,Gebze,8006,5514
relation_9903114,Mimar Sinan Mahallesi,TR41-neighborhoods,Kocaeli,Gebze,7129,3371
relation_10752438,Osman Yılmaz Mahallesi,TR41-neighborhoods,Kocaeli,Gebze,10110,12021
relation_10752428,Sultan Orhan Mahallesi,TR41-neighborhoods,Kocaeli,Gebze,5003,2649
relation_10752436,Tatlıkuyu Mahallesi,TR41-neighborhoods,Kocaeli,Gebze,6710,4588
relation_9903928,Ulus Mahallesi,TR41-neighborhoods,Kocaeli,Gebze,7144,2267
relation_9903936,Yavuz Selim Mahallesi,TR41-neighborhoods,Kocaeli,Gebze,4899,2010
relation_10752432,Yenikent Mahallesi,TR41-neighborhoods,Kocaeli,Gebze,4928,6176
relation_10752430,İnönü Mahallesi,TR41-neighborhoods,Kocaeli,Gebze,4244,3592
relation_10752437,İstasyon Mahallesi,TR41-neighborhoods,Kocaeli,Gebze,7186,4366
relation_11628812,Duraklı Mahallesi,TR41-neighborhoods,Kocaeli,Gebze,149,94
relation_11628301,Balçık Mahallesi,TR41-neighborhoods,Kocaeli,Gebze,501,331
relation_11628438,Mollafenari Mahallesi,TR41-neighborhoods,Kocaeli,Gebze,687,121
relation_11628545,Denizli Mahallesi,TR41-neighborhoods,Kocaeli,Gebze,579,209
relation_11628810,Hatipler Mahallesi,TR41-neighborhoods,Kocaeli,Gebze,196,48
relation_11628449,Kadıllı Mahallesi,TR41-neighborhoods,Kocaeli,Gebze,339,103
relation_11628633,Yağcılar Mahallesi,TR41-neighborhoods,Kocaeli,Gebze,77,80
relation_11628811,Ahatlı Mahallesi,TR41-neighborhoods,Kocaeli,Gebze,76,45
relation_11628407,Pelitli Mahallesi,TR41-neighborhoods,Kocaeli,Gebze,583,676
relation_11628809,Tepemanayır Mahallesi,TR41-neighborhoods,Kocaeli,Gebze,115,29
relation_11628540,Cumaköy Mahallesi,TR41-neighborhoods,Kocaeli,Gebze,1025,203
relation_11628550,Mudarlı Mahallesi,TR41-neighborhoods,Kocaeli,Gebze,246,107
relation_2594134,Muallim Mahallesi,TR41-neighborhoods,Kocaeli,Gebze,347,322
relation_2594083,Eskihisar Mahallesi,TR41-neighborhoods,Kocaeli,Gebze,207,315
relation_11628813,Elbizli Mahallesi,TR41-neighborhoods,Kocaeli,Gebze,76,27
relation_11628814,Kargalı Mahallesi,TR41-neighborhoods,Kocaeli,Gebze,213,152
relation_11628499,Ovacık Mahallesi,TR41-neighborhoods,Kocaeli,Gebze,311,137
relation_11628416,Tavşanlı Mahallesi,TR41-neighborhoods,Kocaeli,Gebze,1113,382
relation_12089803,Atatürk Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,1799,3866
relation_12103788,Cumhuriyet Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,1394,1778
relation_11629517,Deniz Evler Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,361,79
relation_11650364,Değirmendere Merkez Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,1345,3167
relation_11650363,Değirmendere Yalı Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,1268,2279
relation_12089801,Donanma Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,3871,2643
relation_11629515,Dumlupınar Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,1945,1132
relation_12089799,Düzağaç Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,1266,944
relation_12122214,Halıdere Yalı Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,1118,487
relation_12122215,Halıdere Yeni Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,140,182
relation_11645595,Hisareyn Merkez Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,1291,810
relation_11644872,Karaköprü Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,2485,1385
relation_11629516,Kavaklı Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,2835,1666
relation_12122249,Körfez Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,825,519
relation_11650348,Merkez Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,2179,2591
relation_11651440,Piyalepaşa Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,5076,2219
relation_12089802,Topçular Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,2110,5218
relation_12122251,Ulaşlı Yalı Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,322,209
relation_12122250,Ulaşlı Yavuz Sultan Selim Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,821,506
relation_11645258,Yazlık Merkez Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,1052,359
relation_11644873,Yazlık Yeni Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,2011,874
relation_11651438,Yeni Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,3294,1939
relation_12103787,Yukarı Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,930,761
relation_12089800,Yunus Emre Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,975,686
relation_11650347,Yüzbaşılar Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,1120,3140
relation_11644888,Çiftlik Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,6856,3020
relation_12089798,İhsaniye Merkez Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,1678,1196
relation_11651437,İpek Yolu Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,2232,1197
relation_11651439,Şehitler Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,4470,2167
relation_11651436,Şirinköy Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,3873,2189
relation_12322169,Selimiye Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,262,53
relation_12322178,Nimetiye Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,68,20
relation_12915589,Sofular Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,91,16
relation_12918890,Siyretiye Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,182,22
relation_12918871,Şevketiye Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,121,16
relation_12322170,Hamidiye Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,458,127
relation_12915588,Ayvazpınarı Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,85,16
relation_12322180,Panayır Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,244,22
relation_12918872,İcadiye Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,158,15
relation_12322175,Hasaneyn Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,328,50
relation_12322201,Ferhadiye Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,136,56
relation_12918899,Mamuriye Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,176,26
relation_12918870,Mesruriye Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,113,18
relation_12322186,Ümmiye Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,107,20
relation_12918903,Eskiferhadiye Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,34,8
relation_12122199,Örcün Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,321,330
relation_12918949,Nüzhetiye Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,192,154
relation_12122198,Saraylı Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,271,234
relation_12322163,Lütfiye Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,132,58
relation_12918948,İrşadiye Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,273,29
relation_7756005,28 Haziran Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,3818,2980
relation_11641305,Akarca Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,472,1100
relation_3268045,Akmeşe Atatürk Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,308,236
relation_3268046,Akmeşe Cumhuriyet Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,272,346
relation_11641179,Akçakoca Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,559,886
relation_11641382,Alikahya Atatürk Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,3014,2785
relation_11641304,Alikahya Cumhuriyet Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,1262,3115
relation_11641036,Alikahya Fatih Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,3010,2863
relation_11641323,Alikahya Merkez Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,1861,768
relation_11642834,Ayazma Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,1730,1868
relation_7756086,Bekirdere Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,3831,1873
relation_11629253,Cedit Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,1520,1646
relation_11642006,Cumhuriyet Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,1098,2695
relation_11642032,Doğan Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,1850,1113
relation_7756004,Erenler Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,4051,3402
relation_11641539,Fatih Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,1403,705
relation_11641303,Fevzi Çakmak Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,949,2572
relation_11641542,Gültepe Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,1405,974
relation_11642835,Gündoğdu Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,3573,2670
relation_11641180,Hacıhasan Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,428,760
relation_11640986,Hacıhızır Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,1338,1461
relation_11642105,Hatipköy Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,722,576
relation_7755941,Kadıköy Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,4023,3793
relation_11629255,Karabaş Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,1513,2789
relation_11641302,Karadenizliler Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,1184,714
relation_11640987,Kemalpaşa Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,156,351
relation_11642033,Kocatepe Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,1647,1501
relation_11641181,Kozluk Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,1851,3397
relation_11642034,Kuruçeşme Fatih Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,2464,1938
relation_11629257,Körfez Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,1444,1601
relation_7755940,Mehmet Ali Paşa Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,4675,2701
relation_11642836,Malta Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,2022,2209
relation_11641415,Orhan Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,1238,2516
relation_11629256,Sanayi Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,1073,433
relation_11642008,Serdar Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,4499,2714
relation_7755938,Tavşantepe Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,4944,2381
relation_11640988,Tepecik Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,296,600
relation_11642833,Tepeköy Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,4538,2684
relation_11640985,Terzibayırı Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,660,566
relation_11640984,Topçular Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,2702,3236
relation_11641414,Turgut Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,3020,2901
relation_11642775,Tüysüzler Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,849,1407
relation_11641178,Veliahmet Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,1036,1389
relation_11641037,Yahyakaptan Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,3074,11560
relation_11642007,Yeni Mahalle,TR41-neighborhoods,Kocaeli,İzmit,3147,2669
relation_11641540,Yenidoğan Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,2339,1758
relation_7755939,Yenişehir Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,9828,5612
relation_7766955,Yeşilova Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,5806,2617
relation_11641541,Zabıtan Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,972,892
relation_11629252,Çukurbağ Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,1025,1420
relation_11629254,Ömerağa Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,282,570
relation_11642035,Şirintepe Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,2230,3244
relation_11932345,Çayırköy Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,793,853
relation_11957137,Sultaniye Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,67,44
relation_11955961,Emirhan Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,244,72
relation_11955967,Bayraktar Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,58,677
relation_11744523,Sekbanlı Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,114,37
relation_11958722,Çubuklubala Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,180,45
relation_11956965,Fethiye Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,22,50
relation_11956670,Karaabdülbaki Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,242,109
relation_11958719,Orhaniye Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,203,85
relation_11957125,Bağlıca Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,130,80
relation_11955960,Eseler Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,174,60
relation_11958800,Kulmahmut Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,144,52
relation_11955962,Yassıbağ Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,374,206
relation_11642776,Arızlı Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,336,144
relation_11957147,Gülbahçe Kadriye Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,45,27
relation_11956955,Sapakpınar Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,155,144
relation_11958803,Nebihoca Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,233,43
relation_3268047,Yenice Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,130,39
relation_11642790,Kabaoğlu Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,1000,1370
relation_11956699,Hasancıklar Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,137,36
relation_11956952,Zeytinburnu Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,147,61
relation_11958799,Hakaniye Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,31,24
relation_11642436,Bulduk Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,126,60
relation_11956698,Süleymaniye Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,160,112
relation_11642104,Akpınar Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,1464,1253
relation_11956591,Gedikli Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,281,125
relation_11875167,Sepetçi Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,361,79
relation_11958721,Çubukluosmaniye Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,357,98
relation_11958715,Kozluca Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,87,45
relation_11956593,Biberoğlu Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,73,34
relation_11932344,Kaynarca Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,190,48
relation_11958714,Arpalıkihsaniye Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,110,59
relation_11932381,Durhasan Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,299,115
relation_11932335,Çağırgan Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,105,29
relation_11957138,Mecidiye Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,29,110
relation_11956669,Kurtdere Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,200,40
relation_11958801,Şahinler Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,219,65
relation_11956700,Ortaburun Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,155,45
relation_11956954,Çavuşoğlu Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,80,12
relation_11958772,Kısalar Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,125,34
relation_11932334,Süverler Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,104,29
relation_11957126,Güvercinlik Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,57,29
relation_11956592,Dağköy Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,32,44
relation_11958802,Böğürgen Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,127,41
relation_11958716,Balören Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,29,480
relation_11957124,Ambarcı Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,204,33
relation_11932343,Gökçeören Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,301,44
relation_11642103,Kulfallı Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,229,95
relation_11956953,Düğmeciler Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,54,38
relation_11958771,Sarışeyh Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,229,36
relation_3267255,Akbal Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,126,42
relation_3267256,Akdurak Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,2320,1148
relation_3267257,Aydınlık Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,1274,975
relation_3267258,Orhan Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,954,744
relation_3267259,Çarşı Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,1299,1155
relation_13905083,Kaymaz Erikli Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,118,29
relation_12919869,İncecik Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,195,35
relation_12919615,Beylerbeyi Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,264,35
relation_13536974,Hacışeyh Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,83,41
relation_12919858,Lokmanlı Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,109,34
relation_12331886,Sarıgazi Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,108,25
relation_12922224,Ağaçağıl Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,148,15
relation_12919849,Safalı Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,218,130
relation_12918965,Pınarlı Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,234,81
relation_13905086,Sinanlıbilalli Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,184,31
relation_12322122,Alaybey,TR41-neighborhoods,Kocaeli,Kandıra,159,22
relation_12919809,Kaymaz Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,289,47
relation_12922269,Kubuzcu Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,164,45
relation_12330148,Ballar Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,243,422
relation_13537018,Üğümce Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,207,32
relation_14510750,Kocakaymas Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,627,255
relation_13534711,Kabaağaç Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,79,65
relation_14510754,Sepetçi Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,135,34
relation_12331878,Bozburun Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,185,78
relation_13534695,Hacılar Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,161,67
relation_12919654,Bolu Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,205,93
relation_12326835,Kerpe Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,198,171
relation_14510753,Goncaaydın Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,117,37
relation_12326809,Balcı Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,176,57
relation_13905082,Ahmethacılar Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,181,19
relation_12330195,Akçabeyli Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,235,42
relation_12919793,Antaplı Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,166,11
relation_14510751,Elmacık Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,133,21
relation_12331885,Pelitpınarı Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,196,27
relation_13536969,Eğercili Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,206,52
relation_12918952,Çakmaklar Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,43,63
relation_13018849,Nasuhlar Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,78,14
relation_13275899,Balaban Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,249,41
relation_11984002,Kızılcapınar Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,63,40
relation_12919658,Ömerli Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,117,48
relation_12919866,Çerçili Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,224,109
relation_12919857,Süllü Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,113,38
relation_13905084,Sucuali Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,70,32
relation_12918969,Avdan Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,101,48
